riglocaltime,adpvwob,adpvrop,adsprop,adpvdeltap,adspdeltap,adpvtorque,adsptorque,adspwob,tdmodestate,topdrivespeed,topdrivetorque,blockvelocity,elevatorposition,hookload,standpipepressure,bitdepth,bottomdepth,utctimeseconds,mp3vfdfreqpv,mp2vfdfreqpv,mp1vfdfreqpv,pump1strokes,pump2strokes,pump3strokes,mplinersizesp,tdvfdrevst,tdmtrenccnts,tdoscltrevrossp,tdoscltfwdpossp,tdoscltoffset,tdoscltspdsp,tdosclttrqlim,tdcontrqsp,LocalTime,Wraps
2023-02-20 00:00:00,5.69594192504883,3.81879210472107,65,320.774597167969,300,-0.207552596926689,11,55,3,-3.42857098579407,-0.71242618560791,-0.270226091146469,85.3261413574219,230.918594360352,3233.75,10892.6103515625,10892.6103515625,1676872800,40.1300010681152,0,40.7599983215332,92.4499206542969,0,91.6030502319336,5.5,1,10274,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:00Z,0.25
2023-02-20 00:00:01,5.39474678039551,36.3202514648438,65,271.43798828125,300,-0.540839612483978,11,55,3,-0.171428605914116,-0.493218094110489,-0.639772295951843,85.3183288574219,229.798004150391,3268.75,10892.6201171875,10892.6201171875,1676872801,40.3400001525879,0,40.9599990844727,92.4499206542969,0,91.6030502319336,5.5,1,9463,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:01Z,0.25
2023-02-20 00:00:02,7.18526315689087,62.9863815307617,65,240.471496582031,300,0.490549892187119,11,55,3,4,1.64406001567841,-0.974745690822601,85.297492980957,228.394897460938,3263.75,10892.6201171875,10892.6201171875,1676872802,40.4000015258789,0,40.8400001525879,92.3076934814453,0,91.6030502319336,5.5,0,10861,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:02Z,0.25
2023-02-20 00:00:03,7.72582817077637,59.8210487365723,65,219.073699951172,300,2.4704749584198,11,55,3,5.97142791748047,4.05534887313843,-1.09196901321411,85.281852722168,227.154602050781,3132.5,10892.6396484375,10892.6396484375,1676872803,40.3899993896484,0,40.8300018310547,92.4499206542969,0,91.6030502319336,5.5,0,14211,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:03Z,0.25
2023-02-20 00:00:04,7.14295816421509,65.8807830810547,65,162.118606567383,300,4.5812520980835,11,55,3,6.34285688400269,4.71297311782837,-1.11136305332184,85.2583999633789,228.482696533203,3060,10892.650390625,10892.650390625,1676872804,40.2400016784668,0,40.7799987792969,92.3076934814453,0,91.6030502319336,5.5,0,19691,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:04Z,0.25
2023-02-20 00:00:05,6.1692099571228,67.004150390625,65,168.483200073242,300,5.31410694122315,11,55,3,6.22857093811035,5.86381483078003,-1.07283401489258,85.2453765869141,230.71989440918,3257.5,10892.669921875,10892.669921875,1676872805,40.0999984741211,0,40.9700012207031,92.4499206542969,0,91.6030502319336,,0,23487,0.25,,3.46875,,,,2023-02-20T06:00:05Z,
2023-02-20 00:00:06,6.01249217987061,65.09619140625,65,246.547302246094,300,5.87605905532837,11,55,3,6.34285688400269,6.35703277587891,-1.09549403190613,85.229736328125,228.790298461914,3221.25,10892.6904296875,10892.6904296875,1676872806,40.3800010681152,0,40.7599983215332,92.4499206542969,0,91.4634170532227,,0,27314,0.25,,3.46875,,,,2023-02-20T06:00:06Z,
2023-02-20 00:00:07,4.99546098709106,30.8045806884766,65,242.047805786133,300,6.19871282577515,11,55,3,0.942857086658478,6.02822113037109,-1.07373595237732,85.2167129516602,230.608596801758,3186.25,10892.7099609375,10892.7099609375,1676872807,40.5699996948242,0,40.8699989318848,92.4499206542969,0,91.6030502319336,,0,30720,0.25,,3.46875,,,,2023-02-20T06:00:07Z,
2023-02-20 00:00:08,5.38126277923584,62.565860748291,65,252.42170715332,300,6.41626691818237,11,55,3,-0.485714286565781,4.3841609954834,-0.822908103466034,85.2010803222656,229.456405639648,3162.5,10892.7197265625,10892.7197265625,1676872808,40.2900009155273,0,40.7900009155274,92.4499206542969,0,91.6030502319336,,1,30830,0.25,,3.46875,,,,2023-02-20T06:00:08Z,
2023-02-20 00:00:09,6.73694896697998,60.3470802307129,65,225.846496582031,300,4.93570995330811,11,55,3,-4.34285688400269,3.39772510528564,-1.09256601333618,85.1880569458008,227.85710144043,3332.5,10892.740234375,10892.740234375,1676872809,40.4199981689453,0,40.7200012207031,92.4499206542969,0,91.6030502319336,,1,29288,0.25,,3.46875,,,,2023-02-20T06:00:09Z,
2023-02-20 00:00:10,7.16443586349487,17.2566108703613,65,349.715789794922,300,3.10736608505249,11,55,3,-6.2857141494751,1.64406001567841,-9.60584075073712e-05,85.1802368164063,228.46159362793,3217.5,10892.75,10892.75,1676872810,40.2900009155273,0,40.6199989318848,92.3076934814453,0,91.6030502319336,5.5,1,23930,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:10Z,0.25
2023-02-20 00:00:11,6.41991806030273,32.8064994812012,65,265.953186035156,300,1.44709205627441,11,55,3,-6.22857093811035,0.383614093065262,-1.09242796897888,85.1672134399414,229.812805175781,3167.5,10892.759765625,10892.759765625,1676872811,40.310001373291,0,40.7000007629395,92.4499206542969,0,91.6030502319336,5.5,1,20178,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:11Z,0.25
2023-02-20 00:00:12,5.0603928565979,39.5036582946777,65,292.479400634766,300,0.853825390338898,11,55,3,-6.40000009536743,0.657624125480652,-1.01363694667816,85.1515808105469,230.723999023438,3287.5,10892.76953125,10892.76953125,1676872812,40.6100006103516,0,40.810001373291,92.4499206542969,0,91.6030502319336,5.5,1,14532,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:12Z,0.25
2023-02-20 00:00:13,4.60412120819092,46.7874412536621,65,220.739700317383,300,0.38854131102562,11,55,3,-4.19999980926514,0.767228186130524,-1.09725797176361,85.1385498046875,230.995407104492,3186.25,10892.7802734375,10892.7802734375,1676872813,40.4199981689453,0,40.9700012207031,92.3076934814453,0,91.4634170532227,5.5,1,11008,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:13Z,0.25
2023-02-20 00:00:14,3.98089790344238,65.374870300293,65,208.73649597168,300,0.332351893186569,11,55,3,-0.628571510314941,1.04123795032501,-1.06957101821899,85.122917175293,230.307800292969,3122.5,10892.7998046875,10892.7998046875,1676872814,40.4099998474121,0,40.6500015258789,92.4499206542969,0,91.6030502319336,5.5,1,9505,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:14Z,0.25
2023-02-20 00:00:15,6.30242109298706,64.9886322021484,65,256.601593017578,300,0.860184729099274,11,55,3,3.02857089042664,3.67173504829407,-1.08502399921417,85.1020736694336,228.358993530273,3361.25,10892.8095703125,10892.8095703125,1676872815,40.3199996948242,0,40.7599983215332,92.4499206542969,0,91.4634170532227,5.5,0,10107,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:15Z,0.25
2023-02-20 00:00:16,7.38512802124023,18.9827003479004,65,363.638214111328,300,2.79399609565735,11,55,3,6,4.21975517272949,-0.0187597908079624,85.0994720458984,228.394897460938,3203.75,10892.830078125,10892.830078125,1676872816,40.4000015258789,0,40.9300003051758,92.3076934814453,0,91.6030502319336,5.5,0,13169,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:16Z,0.25
2023-02-20 00:00:17,5.67612886428833,53.3008308410645,65,247.994506835938,300,5.06287479400635,11,55,3,6.11428594589233,5.31579494476318,-0.994665026664734,85.0838394165039,230.908905029297,3250,10892.83984375,10892.83984375,1676872817,40.5200004577637,0,40.4099998474121,92.4499206542969,0,91.6030502319336,5.5,0,18436,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:17Z,0.25
2023-02-20 00:00:18,4.29803895950317,66.9135665893555,65,241.404205322266,300,5.95930099487305,11,55,3,6.40000009536743,6.08302402496338,-1.09864103794098,85.0682067871094,230.958602905273,3142.5,10892.849609375,10892.849609375,1676872818,40.4700012207031,0,40.4900016784668,92.4499206542969,0,91.6030502319336,5.5,0,22219,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:18Z,0.25
2023-02-20 00:00:19,4.17540216445923,63.8325309753418,65,299.578887939453,300,6.4484281539917,11,55,3,6.22857093811035,7.2338662147522,-0.729011178016663,85.0525665283203,231.076400756836,3267.5,10892.8701171875,10892.8701171875,1676872819,40.439998626709,0,40.689998626709,92.3076934814453,0,91.6030502319336,5.5,0,26216,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:19Z,0.25
2023-02-20 00:00:20,4.88080501556397,26.9081897735596,65,288.301788330078,300,7.01922702789307,11,55,3,4.31428623199463,6.74064683914185,-0.729681372642517,85.0421524047852,231.447204589844,3325,10892.8798828125,10892.8798828125,1676872820,40.4700012207031,0,40.810001373291,92.4499206542969,0,91.4634170532227,5.5,0,30530,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:20Z,0.25
2023-02-20 00:00:21,4.973060131073,35.8985595703125,65,350.058502197266,300,7.17393493652344,11,55,3,0.057142861187458,7.28866815567017,-0.0307108592242003,85.0369415283203,230.804306030273,3372.5,10892.8896484375,10892.8896484375,1676872821,40.4000015258789,0,40.9099998474121,92.3076934814453,0,91.6030502319336,5.5,0,30893,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:21Z,0.25
2023-02-20 00:00:22,4.53607892990112,-0.735307812690735,65,324.405700683594,300,6.31378793716431,11,55,3,-3.59999990463257,4.87737894058228,-0.297045201063156,85.0369415283203,230.498092651367,3263.75,10892.900390625,10892.900390625,1676872822,40.2700004577637,0,40.7400016784668,92.4499206542969,0,91.4634170532227,5.5,1,29899,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:22Z,0.25
2023-02-20 00:00:23,4.38866901397705,62.5308303833008,65,234.604095458984,300,3.24550700187683,11,55,3,-6,1.91806995868683,-1.07810294628143,85.0160980224609,230.767196655273,3173.75,10892.91015625,10892.91015625,1676872823,40.5400009155273,0,40.6399993896484,92.3076934814453,0,91.6030502319336,5.5,1,24988,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:23Z,0.25
2023-02-20 00:00:24,5.14430999755859,66.4877166748047,65,215.47900390625,300,1.74570798873901,11,55,3,-6.19999980926514,1.42485201358795,-1.13241100311279,85.0004730224609,230.632995605469,3230,10892.919921875,10892.919921875,1676872824,40.439998626709,0,40.7799987792969,92.4499206542969,0,91.6030502319336,5.5,1,21269,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:24Z,0.25
2023-02-20 00:00:25,4.51898813247681,64.8857727050781,65,263.314788818359,300,1.3640730381012,11,55,3,-6.22857093811035,1.09604001045227,-0.425918906927109,84.9874420166016,231.077896118164,3307.5,10892.9404296875,10892.9404296875,1676872825,40.560001373291,0,40.6599998474121,92.3076934814453,0,91.4634170532227,5.5,1,17292,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:25Z,0.25
2023-02-20 00:00:26,4.97672700881958,8.36161041259766,65,285.326293945313,300,0.59713751077652,11,55,3,-5.42857122421265,0.986436188220978,-0.680495321750641,84.9770202636719,230.755493164063,3277.5,10892.9501953125,10892.9501953125,1676872826,40.5099983215332,0,40.6500015258789,92.4499206542969,0,91.6030502319336,5.5,1,11610,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:26Z,0.25
2023-02-20 00:00:27,4.65916395187378,41.2503395080566,65,219.967697143555,300,0.267274290323257,11,55,3,-1.71428596973419,0.822030186653137,-1.08711802959442,84.9665985107422,230.823699951172,3228.75,10892.9599609375,10892.9599609375,1676872827,40.2700004577637,0,40.4900016784668,92.3076934814453,0,91.6030502319336,5.5,1,9646,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:27Z,0.25
2023-02-20 00:00:28,6.57707595825195,66.6124267578125,65,233.986099243164,300,0.478394687175751,11,55,3,0.542857229709625,1.26044595241547,-1.09392404556274,84.9431533813477,228.153106689453,3243.75,10892.9697265625,10892.9697265625,1676872828,40.3400001525879,0,40.8600006103516,92.4499206542969,0,91.6030502319336,5.5,0,9839,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:28Z,0.25
2023-02-20 00:00:29,6.67805910110474,63.4138488769531,65,249.36360168457,300,2.0564820766449,11,55,3,6,3.50732898712158,-1.12170600891113,84.9275131225586,229.227203369141,3270,10892.98046875,10892.98046875,1676872829,40.2799987792969,0,40.6399993896484,92.4499206542969,0,91.4634170532227,5.5,0,12319,0.25,0.25,3.46875,80,15,48,2023-02-20T06:00:29Z,0.25
